encuesta_id,fecha,zona_id,region,tipo_zona,puntuacion_general_1a5,nps_0a10,texto_libre,indice_calidad_global,incidencia_masiva,stress_calidad,flag_incongruente,sent_text_latente
E77700934,2024-06-01,Z05,Este,urbana_premium,3,0,"En mi zona hay cortes constantes. la velocidad es muy baja. Si no mejora, me planteo cambiarme.",50.21,0,0.2827,0,-0.485
E77700288,2024-06-01,Z09,Norte,urbana_premium,2,0,"Últimamente se corta en llamadas. no es perfecto pero cumple. Si no mejora, me planteo cambiarme.",42.22,1,0.3969,1,0.028
E77700043,2024-06-01,Z10,Este,suburbana,3,4,Desde hace meses la cobertura es mala. la velocidad es muy baja. Gracias por la atención.,37.68,0,0.4617,0,-0.513
E77700135,2024-06-01,Z11,Oeste,suburbana,5,1,"En mi experiencia la señal va y viene. no carga nada. me atendieron bien pero no lo resolvieron. Por favor, revisen la cobertura en mi zona.",37.02,0,0.4711,1,-0.584
E77700901,2024-06-01,Z12,Norte,rural,2,0,Últimamente se corta en llamadas. el 5G ni se nota. No es lo que esperaba.,17.62,1,0.7483,0,-1.0
E77700121,2024-06-01,Z16,Este,urbana_premium,2,1,En mi experiencia la cobertura es mala. los datos van lentísimos. la factura sube sin explicación. Gracias por la atención.,49.87,0,0.2876,0,-0.521
E77700134,2024-06-01,Z16,Este,urbana_premium,5,5,"En mi experiencia hay mucha latencia. tiene altibajos. Si no mejora, me planteo cambiarme.",49.87,0,0.2876,1,-0.165
E77700358,2024-06-01,Z16,Este,urbana_premium,5,9,Este mes se nota congestión. me atendieron bien pero no lo resolvieron.,49.87,0,0.2876,1,-0.272
E77700564,2024-06-01,Z16,Este,urbana_premium,3,4,"Últimamente se queda sin servicio. el 5G ni se nota. Por favor, revisen la cobertura en mi zona.",49.87,0,0.2876,0,-0.494
E77700715,2024-06-01,Z16,Este,urbana_premium,2,2,"En las últimas semanas se queda sin servicio. no carga nada. me parece caro para lo que ofrecen. Por favor, revisen la cobertura en mi zona.",49.87,0,0.2876,0,-0.64
E77700744,2024-06-01,Z16,Este,urbana_premium,5,0,Este mes la cobertura es mala. se nota congestión. Espero que lo solucionen pronto.,49.87,0,0.2876,1,-0.625
E77700300,2024-06-01,Z17,Sur,suburbana,3,7,"Este mes no es perfecto pero cumple. normal, sin más. La verdad depende del día.",38.01,0,0.457,0,-0.278
E77700100,2024-06-01,Z18,Sur,urbana_premium,2,3,En mi experiencia los datos van lentísimos. la atención al cliente no ayuda.,51.43,0,0.2653,1,-0.077
E77700327,2024-06-01,Z22,Este,suburbana,3,5,Este mes se nota congestión. no entiendo los cargos. Además depende del día.,36.01,0,0.4856,0,-0.146
E77700366,2024-06-01,Z22,Este,suburbana,4,1,"En general no tengo cobertura dentro de casa. depende del día. Por favor, revisen la cobertura en mi zona.",36.01,0,0.4856,1,-0.347
E77700595,2024-06-01,Z22,Este,suburbana,3,1,"En las últimas semanas hay cortes constantes. el 5G ni se nota. no entiendo los cargos. Por favor, revisen la cobertura en mi zona.",36.01,0,0.4856,0,-0.91
E77700938,2024-06-01,Z23,Norte,rural,2,1,En mi experiencia la velocidad es muy baja. la factura sube sin explicación.,17.49,1,0.7501,1,-0.088
E77700208,2024-06-01,Z25,Oeste,rural,3,1,Últimamente se corta en llamadas. los datos van lentísimos. me parece caro para lo que ofrecen. Gracias por la atención.,22.84,0,0.6737,0,-0.673
E77700013,2024-06-01,Z26,Oeste,urbana_premium,4,5,,47.17,0,0.3261,0,-0.188
E77700757,2024-06-01,Z26,Oeste,urbana_premium,5,4,En general hay cortes constantes. me cobraron de más. Lo mejor es que no es perfecto pero cumple.,47.17,0,0.3261,1,-0.298
E77700970,2024-06-01,Z26,Oeste,urbana_premium,2,0,"En mi zona hay cortes constantes. no entiendo los cargos. Si no mejora, me planteo cambiarme.",47.17,0,0.3261,0,-0.135
E77700220,2024-06-01,Z28,Sur,urbana_premium,2,9,Últimamente se queda sin servicio. me parece caro para lo que ofrecen.,50.01,0,0.2856,0,-0.308
E77700931,2024-06-01,Z28,Sur,urbana_premium,4,6,"En mi zona tiene altibajos. no es perfecto pero cumple. Además normal, sin más.",50.01,0,0.2856,1,-0.326
E77700050,2024-07-01,Z02,Oeste,suburbana,3,6,En las últimas semanas se queda sin servicio. se nota congestión. no me dieron solución. Espero que lo solucionen pronto.,37.61,0,0.4627,0,-0.355
E77700215,2024-07-01,Z02,Oeste,suburbana,3,0,Últimamente hay cortes constantes. los datos van lentísimos. Sinceramente no es perfecto pero cumple.,37.61,0,0.4627,0,-1.0
E77700409,2024-07-01,Z02,Oeste,suburbana,2,3,Desde hace meses no tengo cobertura dentro de casa. el 5G ni se nota. Gracias por la atención.,37.61,0,0.4627,0,-0.46
E77700855,2024-07-01,Z03,Sur,rural,4,1,En las últimas semanas se corta en llamadas. no carga nada. el descuento no se aplicó. Gracias por la atención.,19.4,0,0.7229,1,-0.98
E77700513,2024-07-01,Z05,Este,urbana_premium,4,6,,51.13,0,0.2696,0,0.041
E77700460,2024-07-01,Z09,Norte,urbana_premium,3,0,Últimamente se corta en llamadas. los datos van lentísimos. Además tiene altibajos.,44.45,0,0.365,0,-0.814
E77700806,2024-07-01,Z09,Norte,urbana_premium,4,3,"En general se queda sin servicio. se nota congestión. la atención al cliente no ayuda. Por favor, revisen la cobertura en mi zona.",44.45,0,0.365,0,-0.385
E77700831,2024-07-01,Z09,Norte,urbana_premium,3,0,En las últimas semanas no tengo cobertura dentro de casa. la velocidad es muy baja. me marean con respuestas. Espero que lo solucionen pronto.,44.45,0,0.365,0,-0.714
E77700315,2024-07-01,Z10,Este,suburbana,3,4,En las últimas semanas se queda sin servicio. se nota congestión. Gracias por la atención.,39.18,0,0.4403,0,-0.625
E77700902,2024-07-01,Z13,Este,suburbana,6,2,En mi zona podría ser mejor. tardaron muchísimo. Lo peor es que podría ser mejor.,39.47,0,0.4361,0,-0.148
E77700347,2024-07-01,Z15,Oeste,suburbana,5,0,"Este mes se queda sin servicio. los datos van lentísimos. no me dieron solución. Si no mejora, me planteo cambiarme.",39.31,0,0.4384,1,-0.812
E77700040,2024-07-01,Z16,Este,urbana_premium,4,8,En general funciona bastante bien. tiene altibajos. Por otro lado tiene altibajos.,51.16,0,0.2691,0,0.179
E77700216,2024-07-01,Z17,Sur,suburbana,3,0,Este mes se corta en llamadas. la velocidad es muy baja. Espero que lo solucionen pronto.,36.67,0,0.4761,0,-0.643
E77700219,2024-07-01,Z17,Sur,suburbana,3,5,"En mi experiencia no tengo cobertura dentro de casa. la velocidad es muy baja. Si no mejora, me planteo cambiarme.",36.67,0,0.4761,0,-1.0
E77700593,2024-07-01,Z18,Sur,urbana_premium,4,6,Últimamente no he tenido problemas. En resumen depende del día. Por otro lado depende del día.,49.88,0,0.2874,0,0.385
E77700909,2024-07-01,Z18,Sur,urbana_premium,4,2,En general se corta en llamadas. se nota congestión. Gracias por la atención.,49.88,0,0.2874,0,-0.54
E77700878,2024-07-01,Z21,Centro,rural,3,0,"En mi zona hay cortes constantes. los datos van lentísimos. Por favor, revisen la cobertura en mi zona.",22.01,0,0.6856,0,-0.751
E77700550,2024-07-01,Z22,Este,suburbana,4,1,En mi zona la cobertura es mala. hay mucha latencia. La verdad tiene altibajos.,38.87,0,0.4447,0,-0.665
E77700405,2024-07-01,Z24,Centro,rural,5,0,En las últimas semanas hay cortes constantes. no carga nada. me atendieron bien pero no lo resolvieron.,23.15,0,0.6693,1,-1.0
E77700776,2024-07-01,Z24,Centro,rural,3,2,Este mes la señal va y viene. la velocidad es muy baja. No es lo que esperaba.,23.15,0,0.6693,0,-0.953
E77700314,2024-07-01,Z26,Oeste,urbana_premium,4,3,"En general la cobertura es buena. La verdad normal, sin más. Lo peor es que no es perfecto pero cumple.",51.85,0,0.2593,0,0.236
E77700739,2024-07-01,Z26,Oeste,urbana_premium,1,4,"En general no es perfecto pero cumple. me parece caro para lo que ofrecen. Si no mejora, me planteo cambiarme.",51.85,0,0.2593,1,-0.172
E77700756,2024-07-01,Z26,Oeste,urbana_premium,4,1,"En mi zona hay cortes constantes. no carga nada. Por favor, revisen la cobertura en mi zona.",51.85,0,0.2593,1,-0.598
E77700958,2024-07-01,Z26,Oeste,urbana_premium,4,3,En las últimas semanas se corta en llamadas. depende del día. Lo peor es que depende del día.,51.85,0,0.2593,0,-0.15
E77700987,2024-07-01,Z26,Oeste,urbana_premium,5,4,"Últimamente hay cortes constantes. se nota congestión. me parece caro para lo que ofrecen. Si no mejora, me planteo cambiarme.",51.85,0,0.2593,1,-0.764
E77700063,2024-07-01,Z27,Norte,suburbana,3,3,Últimamente no tengo cobertura dentro de casa. se nota congestión. Espero que lo solucionen pronto.,36.26,0,0.482,0,-0.676
E77700176,2024-07-01,Z29,Oeste,urbana_premium,3,2,Este mes se corta en llamadas. hay mucha latencia. No es lo que esperaba.,50.91,0,0.2727,0,-0.403
E77700698,2024-07-01,Z29,Oeste,urbana_premium,3,6,"En las últimas semanas no tengo cobertura dentro de casa. la velocidad es muy baja. Si no mejora, me planteo cambiarme.",50.91,0,0.2727,0,-0.481
E77700131,2024-08-01,Z02,Oeste,suburbana,3,0,En general se queda sin servicio. se nota congestión. Lo mejor es que tiene altibajos.,39.21,0,0.4399,0,-0.905
E77700632,2024-08-01,Z02,Oeste,suburbana,3,4,En general la cobertura es mala. los datos van lentísimos. me parece caro para lo que ofrecen. No es lo que esperaba.,39.21,0,0.4399,0,-0.421
E77700857,2024-08-01,Z02,Oeste,suburbana,2,3,Este mes no carga nada. me cobraron de más. Sinceramente depende del día.,39.21,0,0.4399,0,-0.287
E77700559,2024-08-01,Z04,Centro,suburbana,2,1,"Desde hace meses se queda sin servicio. el 5G ni se nota. la atención al cliente no ayuda. Si no mejora, me planteo cambiarme.",38.03,0,0.4567,0,-0.945
E77700133,2024-08-01,Z05,Este,urbana_premium,3,5,Últimamente hay cortes constantes. me marean con respuestas. Lo peor es que podría ser mejor.,51.87,0,0.259,0,-0.199
E77700978,2024-08-01,Z05,Este,urbana_premium,3,1,Últimamente se corta en llamadas. hay mucha latencia. me cobraron de más. Espero que lo solucionen pronto.,51.87,0,0.259,0,-0.548
E77700999,2024-08-01,Z07,Centro,rural,2,1,Últimamente se queda sin servicio. se nota congestión. La verdad podría ser mejor.,22.09,0,0.6844,0,-0.779
E77700089,2024-08-01,Z09,Norte,urbana_premium,4,5,"En general la señal va y viene. los datos van lentísimos. Por favor, revisen la cobertura en mi zona.",47.57,0,0.3204,0,-0.568
E77700232,2024-08-01,Z09,Norte,urbana_premium,3,4,"En mi zona no es perfecto pero cumple. no es perfecto pero cumple. Si no mejora, me planteo cambiarme.",47.57,0,0.3204,0,-0.13
E77700331,2024-08-01,Z09,Norte,urbana_premium,2,3,Desde hace meses hay cortes constantes. el 5G ni se nota. Espero que lo solucionen pronto.,47.57,0,0.3204,0,-0.679
E77700487,2024-08-01,Z09,Norte,urbana_premium,3,5,En mi experiencia se corta en llamadas. tiene altibajos. Gracias por la atención.,47.57,0,0.3204,0,-0.254
E77700629,2024-08-01,Z09,Norte,urbana_premium,3,2,"Desde hace meses no tengo cobertura dentro de casa. los datos van lentísimos. el descuento no se aplicó. Por favor, revisen la cobertura en mi zona.",47.57,0,0.3204,0,-0.482
E77700637,2024-08-01,Z09,Norte,urbana_premium,4,4,En mi experiencia la cobertura es mala. me marean con respuestas. Espero que lo solucionen pronto.,47.57,0,0.3204,0,-0.054
E77700797,2024-08-01,Z09,Norte,urbana_premium,3,7,En mi experiencia no es perfecto pero cumple. podría ser mejor. Además no es perfecto pero cumple.,47.57,0,0.3204,0,-0.246
E77700597,2024-08-01,Z12,Norte,rural,4,0,"En las últimas semanas la señal va y viene. la factura sube sin explicación. Por favor, revisen la cobertura en mi zona.",20.81,0,0.7027,0,-0.147
E77700558,2024-08-01,Z13,Este,suburbana,3,1,Este mes la cobertura es mala. se nota congestión. me atendieron bien pero no lo resolvieron. Espero que lo solucionen pronto.,38.2,0,0.4543,0,-0.574
E77700187,2024-08-01,Z15,Oeste,suburbana,3,3,En mi experiencia se queda sin servicio. se nota congestión. No es lo que esperaba.,40.35,0,0.4236,0,-0.518
E77700631,2024-08-01,Z15,Oeste,suburbana,4,3,Últimamente la señal va y viene. podría ser mejor. En resumen depende del día.,40.35,0,0.4236,0,-0.164
E77700295,01/08/2024,Z18,Sur,urbana_premium,4,3,En mi zona la señal va y viene. no carga nada. la atención al cliente no ayuda. Gracias por la atención.,49.7,0,0.29,1,-0.469
E77700349,2024-08-01,Z18,Sur,urbana_premium,4,1,En general se queda sin servicio. la velocidad es muy baja. Además podría ser mejor.,49.7,0,0.29,1,-0.814
E77700553,2024-08-01,Z19,Este,rural,3,1,En mi experiencia se corta en llamadas. el 5G ni se nota. Espero que lo solucionen pronto.,24.15,0,0.655,0,-0.961
E77700111,2024-08-01,Z21,Centro,rural,3,0,Últimamente hay cortes constantes. los datos van lentísimos. me cobraron de más. No es lo que esperaba.,21.77,0,0.689,0,-0.868
E77700463,2024-08-01,Z22,Este,suburbana,4,1,"Desde hace meses se corta en llamadas. la velocidad es muy baja. me atendieron bien pero no lo resolvieron. Si no mejora, me planteo cambiarme.",35.9,0,0.4871,0,-0.427
E77700325,2024-08-01,Z26,Oeste,urbana_premium,3,5,"En mi zona se queda sin servicio. me cobraron de más. Lo mejor es que normal, sin más.",52.6,0,0.2486,0,-0.133
E77700427,2024-08-01,Z26,Oeste,urbana_premium,3,6,Desde hace meses se queda sin servicio. los datos van lentísimos. Espero que lo solucionen pronto.,52.6,0,0.2486,0,-0.515
E77700528,2024-08-01,Z26,Oeste,urbana_premium,2,2,"Desde hace meses normal, sin más. me marean con respuestas. Además tiene altibajos.",52.6,0,0.2486,0,-0.073
E77700915,2024-08-01,Z26,Oeste,urbana_premium,3,2,"Desde hace meses no tengo cobertura dentro de casa. el 5G ni se nota. tardaron muchísimo. Por favor, revisen la cobertura en mi zona.",52.6,0,0.2486,0,-0.737
E77700352,2024-08-01,Z27,Norte,suburbana,4,2,En mi zona se corta en llamadas. no es perfecto pero cumple. No es lo que esperaba.,36.09,0,0.4844,0,-0.169
E77700092,2024-08-01,Z28,Sur,urbana_premium,3,4,Este mes la cobertura es mala. la velocidad es muy baja. No es lo que esperaba.,50.83,0,0.2739,0,-0.949
E77700839,2024-09-01,Z04,Centro,suburbana,3,2,Este mes se queda sin servicio. la velocidad es muy baja. el descuento no se aplicó. Espero que lo solucionen pronto.,37.65,0,0.4621,0,-1.0
E77700627,2024-09-01,Z05,Este,urbana_premium,1,3,En las últimas semanas la señal va y viene. no me dieron solución.,50.42,0,0.2797,1,0.072
E77700326,2024-09-01,Z06,Sur,rural,4,0,En mi experiencia no tengo cobertura dentro de casa. se nota congestión. Gracias por la atención.,19.15,0,0.7264,1,-0.962
E77700011,2024-09-01,Z09,Norte,urbana_premium,3,8,En las últimas semanas depende del día. tiene altibajos. Lo mejor es que depende del día.,46.71,0,0.3327,0,-0.063
E77700284,2024-09-01,Z09,Norte,urbana_premium,3,5,En mi zona no carga nada. el descuento no se aplicó. Lo mejor es que podría ser mejor.,46.71,0,0.3327,0,-0.222
E77700645,2024-09-01,Z09,Norte,urbana_premium,2,1,"En las últimas semanas hay cortes constantes. no carga nada. el descuento no se aplicó. Si no mejora, me planteo cambiarme.",46.71,0,0.3327,0,-0.691
E77700499,2024-09-01,Z10,Este,suburbana,3,3,Desde hace meses se queda sin servicio. se nota congestión. Espero que lo solucionen pronto.,39.65,0,0.4336,0,-0.726
E77700946,2024-09-01,Z10,Este,suburbana,3,3,"Este mes la señal va y viene. el 5G ni se nota. Si no mejora, me planteo cambiarme.",39.65,0,0.4336,0,-0.692
E77700856,2024-09-01,Z14,Norte,rural,4,3,En general se corta en llamadas. no carga nada. tardaron muchísimo. Espero que lo solucionen pronto.,19.29,0,0.7244,0,-0.631
E77700324,2024-09-01,Z15,Oeste,suburbana,5,0,En las últimas semanas se corta en llamadas. se nota congestión. la atención al cliente no ayuda. No es lo que esperaba.,39.78,0,0.4317,1,-0.786
E77700372,2024-09-01,Z15,Oeste,suburbana,2,0,Desde hace meses hay cortes constantes. hay mucha latencia. Espero que lo solucionen pronto.,39.78,0,0.4317,0,-0.602
E77700504,2024-09-01,Z15,Oeste,suburbana,3,2,"En mi zona no carga nada. normal, sin más. Por otro lado normal, sin más.",39.78,0,0.4317,0,-0.256
E77700907,2024-09-01,Z15,Oeste,suburbana,4,7,En mi zona la señal va y viene. no carga nada. No es lo que esperaba.,39.78,0,0.4317,1,-0.654
E77700883,2024-09-01,Z16,Este,urbana_premium,4,5,En mi experiencia la velocidad es muy baja. tardaron muchísimo. Espero que lo solucionen pronto.,52.55,0,0.2493,0,-0.257
E77700695,2024-09-01,Z18,Sur,urbana_premium,1,6,"Este mes la cobertura es buena. depende del día. Por otro lado normal, sin más.",52.38,0,0.2517,1,0.15
E77700928,2024-09-01,Z18,Sur,urbana_premium,3,2,Este mes se corta en llamadas. tiene altibajos. No es lo que esperaba.,52.38,0,0.2517,0,-0.208
E77700653,2024-09-01,Z19,Este,rural,2,1,Desde hace meses la cobertura es mala. no carga nada. Por otro lado no es perfecto pero cumple.,23.8,0,0.66,0,-0.691
E77700891,2024-09-01,Z20,Oeste,suburbana,2,2,"En las últimas semanas la señal va y viene. el 5G ni se nota. la factura sube sin explicación. Por favor, revisen la cobertura en mi zona.",39.98,0,0.4289,0,-1.0
E77700087,2024-09-01,Z22,Este,suburbana,2,1,"En mi experiencia hay cortes constantes. hay mucha latencia. Por favor, revisen la cobertura en mi zona.",39.05,0,0.4421,0,-1.0
E77700264,2024-09-01,Z22,Este,suburbana,3,4,"En mi experiencia hay cortes constantes. la velocidad es muy baja. Si no mejora, me planteo cambiarme.",39.05,0,0.4421,0,-1.0
E77700466,2024-09-01,Z22,Este,suburbana,3,3,En mi experiencia se corta en llamadas. los datos van lentísimos. Gracias por la atención.,39.05,0,0.4421,0,-0.682
E77700860,2024-09-01,Z25,Oeste,rural,4,0,Desde hace meses se queda sin servicio. no carga nada. me marean con respuestas. Espero que lo solucionen pronto.,23.49,0,0.6644,1,-0.562
E77700130,2024-09-01,Z26,Oeste,urbana_premium,4,4,"En mi zona hay cortes constantes. la velocidad es muy baja. Lo peor es que normal, sin más.",51.34,0,0.2666,1,-0.457
E77700618,2024-09-01,Z26,Oeste,urbana_premium,4,6,"En mi zona funciona bastante bien. normal, sin más. La verdad no es perfecto pero cumple.",51.34,0,0.2666,0,0.223
E77700852,2024-09-01,Z26,Oeste,urbana_premium,3,2,"En general los datos van lentísimos. normal, sin más. Sinceramente normal, sin más.",51.34,0,0.2666,0,-0.3
E77700943,2024-09-01,Z28,Sur,urbana_premium,3,3,"Este mes hay cortes constantes. los datos van lentísimos. me marean con respuestas. Si no mejora, me planteo cambiarme.",51.91,0,0.2584,0,-0.476
E77700144,2024-09-01,Z29,Oeste,urbana_premium,4,9,Desde hace meses se corta en llamadas. el 5G ni se nota. me cobraron de más. Gracias por la atención.,54.4,0,0.2229,1,-0.46
E77700271,2024-09-01,Z29,Oeste,urbana_premium,5,2,Este mes se queda sin servicio. se nota congestión. No es lo que esperaba.,54.4,0,0.2229,1,-0.534
E77700083,2024-10-01,Z02,Oeste,suburbana,5,4,"En general se corta en llamadas. el 5G ni se nota. me marean con respuestas. Si no mejora, me planteo cambiarme.",38.81,0,0.4456,1,-0.86
E77700763,2024-10-01,Z02,Oeste,suburbana,5,0,Desde hace meses hay mucha latencia. tiene altibajos. Lo peor es que tiene altibajos.,38.81,0,0.4456,1,-0.296
E77700772,2024-10-01,Z03,Sur,rural,2,1,Últimamente la señal va y viene. la velocidad es muy baja. Gracias por la atención.,22.86,0,0.6734,0,-0.944
E77700736,2024-10-01,Z04,Centro,suburbana,2,0,Desde hace meses no tengo cobertura dentro de casa. el 5G ni se nota.,41.23,0,0.411,0,-0.495
E77700019,2024-10-01,Z05,Este,urbana_premium,3,4,En las últimas semanas no tengo cobertura dentro de casa. se nota congestión. No es lo que esperaba.,53.7,0,0.2329,0,-0.411
E77700290,2024-10-01,Z06,Sur,rural,3,2,"En las últimas semanas la cobertura es mala. el 5G ni se nota. la factura sube sin explicación. Si no mejora, me planteo cambiarme.",24.24,0,0.6537,0,-1.0
E77700778,2024-10-01,Z06,Sur,rural,5,0,Últimamente hay cortes constantes. se nota congestión. Gracias por la atención. Lo peor es que tiene altibajos.,24.24,0,0.6537,1,-0.984
E77700120,2024-10-01,Z09,Norte,urbana_premium,5,4,Desde hace meses depende del día. depende del día. Lo mejor es que no es perfecto pero cumple.,51.32,0,0.2669,1,-0.334
E77700480,2024-10-01,Z09,Norte,urbana_premium,3,0,En general hay cortes constantes. tiene altibajos. Lo mejor es que no es perfecto pero cumple.,51.32,0,0.2669,0,-0.326
E77700340,2024-10-01,Z10,Este,suburbana,3,5,Desde hace meses hay cortes constantes. tiene altibajos. Sinceramente depende del día.,41.01,0,0.4141,0,-0.336
E77700485,2024-10-01,Z13,Este,suburbana,4,0,"Este mes no tengo cobertura dentro de casa. el 5G ni se nota. la atención al cliente no ayuda. Si no mejora, me planteo cambiarme.",39.74,0,0.4323,1,-0.941
E77700624,2024-10-01,Z15,Oeste,suburbana,3,2,En general no es perfecto pero cumple. tardaron muchísimo. La verdad depende del día.,42.28,0,0.396,0,-0.1
E77700755,2024-10-01,Z16,Este,urbana_premium,4,3,En general se queda sin servicio. no me dieron solución. Por otro lado tiene altibajos.,51.5,0,0.2643,0,-0.231
E77700033,2024-10-01,Z17,Sur,suburbana,3,1,Este mes no tengo cobertura dentro de casa. hay mucha latencia. Espero que lo solucionen pronto.,40.08,0,0.4274,0,-0.991
E77700926,2024-10-01,Z18,Sur,urbana_premium,4,1,Últimamente no es perfecto pero cumple. no es perfecto pero cumple. No es lo que esperaba.,52.43,0,0.251,0,-0.141
E77700021,2024-10-01,Z20,Oeste,suburbana,4,4,En las últimas semanas no tengo cobertura dentro de casa. la velocidad es muy baja. me marean con respuestas. Espero que lo solucionen pronto.,39.27,0,0.439,1,-0.935
E77700018,2024-10-01,Z21,Centro,rural,3,1,En las últimas semanas la señal va y viene. la velocidad es muy baja. me marean con respuestas. No es lo que esperaba.,23.53,0,0.6639,0,-0.744
E77700165,2024-10-01,Z23,Norte,rural,2,1,"Este mes la señal va y viene. me parece caro para lo que ofrecen. Por favor, revisen la cobertura en mi zona.",22.69,0,0.6759,0,-0.146
E77700367,2024-10-01,Z23,Norte,rural,2,3,Desde hace meses hay cortes constantes. el 5G ni se nota. No es lo que esperaba.,22.69,0,0.6759,0,-0.59
E77700700,2024-10-01,Z23,Norte,rural,4,0,Desde hace meses se queda sin servicio. el 5G ni se nota.,22.69,0,0.6759,1,-0.813
E77700967,2024-10-01,Z23,Norte,rural,3,0,Este mes hay cortes constantes. no carga nada. el descuento no se aplicó.,22.69,0,0.6759,0,-0.663
E77700260,2024-10-01,Z25,Oeste,rural,3,0,Últimamente se corta en llamadas. no carga nada. Gracias por la atención.,23.79,0,0.6601,0,-0.717
E77700424,2024-10-01,Z26,Oeste,urbana_premium,3,4,Desde hace meses se queda sin servicio. se nota congestión. me marean con respuestas. No es lo que esperaba.,51.86,0,0.2591,0,-0.451
E77700793,2024-10-01,Z26,Oeste,urbana_premium,3,5,"En mi zona podría ser mejor. me marean con respuestas. Además normal, sin más.",51.86,0,0.2591,0,-0.29
E77700903,2024-10-01,Z26,Oeste,urbana_premium,4,5,Este mes se queda sin servicio. se nota congestión. Espero que lo solucionen pronto.,51.86,0,0.2591,1,-0.537
E77700010,2024-10-01,Z27,Norte,suburbana,4,2,"Este mes se nota congestión. me marean con respuestas. Por otro lado normal, sin más.",37.71,0,0.4613,0,-0.196
E77700362,2024-10-01,Z28,Sur,urbana_premium,3,7,Desde hace meses se queda sin servicio. el 5G ni se nota.,51.86,0,0.2591,0,-0.512
E77700675,2024-10-01,Z28,Sur,urbana_premium,3,0,En mi experiencia la cobertura es mala. los datos van lentísimos. Gracias por la atención.,51.86,0,0.2591,0,-0.64
E77700205,2024-10-01,Z29,Oeste,urbana_premium,3,4,"Desde hace meses hay cortes constantes. hay mucha latencia. Por otro lado normal, sin más.",49.2,0,0.2971,0,-0.477
E77700626,2024-10-01,Z29,Oeste,urbana_premium,3,5,"En las últimas semanas no carga nada. depende del día. Si no mejora, me planteo cambiarme.",49.2,0,0.2971,0,-0.151
E77700678,2024-10-01,Z29,Oeste,urbana_premium,3,6,"Desde hace meses la señal va y viene. los datos van lentísimos. Por favor, revisen la cobertura en mi zona.",49.2,0,0.2971,0,-0.397
E77700052,2024-10-01,Z30,Centro,suburbana,4,0,"En mi experiencia la cobertura es mala. el 5G ni se nota. el descuento no se aplicó. Si no mejora, me planteo cambiarme.",38.82,0,0.4454,1,-0.93
E77700305,2024-11-01,Z01,Centro,rural,2,3,"En mi experiencia se queda sin servicio. el 5G ni se nota. me atendieron bien pero no lo resolvieron. Por favor, revisen la cobertura en mi zona.",25.26,0,0.6391,0,-0.823
E77700738,2024-11-01,Z01,Centro,rural,3,0,"En general la cobertura es mala. no carga nada. no entiendo los cargos. Por favor, revisen la cobertura en mi zona.",25.26,0,0.6391,0,-0.628
E77700225,2024-11-01,Z02,Oeste,suburbana,3,5,En general la cobertura es mala. el 5G ni se nota. No es lo que esperaba.,40.28,0,0.4246,0,-0.426
E77700607,2024-11-01,Z02,Oeste,suburbana,2,2,"En mi experiencia podría ser mejor. normal, sin más. Por otro lado depende del día.",40.28,0,0.4246,0,-0.347
E77700782,2024-11-01,Z02,Oeste,suburbana,4,1,"Este mes la cobertura es mala. la velocidad es muy baja. Por favor, revisen la cobertura en mi zona.",40.28,0,0.4246,0,-0.623
E77700413,2024-11-01,Z05,Este,urbana_premium,2,24,"Últimamente normal, sin más. me marean con respuestas. Además no es perfecto pero cumple.",55.85,0,0.2021,1,-0.022
E77700752,2024-11-01,Z05,Este,urbana_premium,4,6,,55.85,0,0.2021,0,-0.013
E77700438,2024-11-01,Z09,Norte,urbana_premium,10,7,Desde hace meses los datos van lentísimos. me parece caro para lo que ofrecen.,51.24,0,0.268,0,0.001
E77700641,2024-11-01,Z09,Norte,urbana_premium,3,1,"En general el 5G ni se nota. me cobraron de más. Sinceramente normal, sin más.",51.24,0,0.268,0,-0.188
E77700853,2024-11-01,Z09,Norte,urbana_premium,4,5,En mi zona no tengo cobertura dentro de casa. hay mucha latencia. No es lo que esperaba.,51.24,0,0.268,0,-0.44
E77700186,2024-11-01,Z11,Oeste,suburbana,2,1,Desde hace meses hay mucha latencia. me cobraron de más. Lo mejor es que no es perfecto pero cumple.,38.35,0,0.4521,0,-0.271
E77700329,2024-11-01,Z11,Oeste,suburbana,2,0,"Desde hace meses hay cortes constantes. no carga nada. no me dieron solución. Si no mejora, me planteo cambiarme.",38.35,0,0.4521,0,-0.428
E77700461,2024-11-01,Z11,Oeste,suburbana,3,0,En mi experiencia se corta en llamadas. se nota congestión. No es lo que esperaba.,38.35,0,0.4521,0,-1.0
E77700976,2024-11-01,Z11,Oeste,suburbana,4,2,En mi zona hay cortes constantes. los datos van lentísimos. Espero que lo solucionen pronto.,38.35,0,0.4521,1,-0.664
E77700572,2024-11-01,Z13,Este,suburbana,3,2,Desde hace meses la señal va y viene. se nota congestión. Espero que lo solucionen pronto.,39.89,0,0.4301,0,-0.936
E77700009,2024-11-01,Z16,Este,urbana_premium,2,1,"Últimamente la señal va y viene. se nota congestión. la factura sube sin explicación. Si no mejora, me planteo cambiarme.",52.66,0,0.2477,0,-1.0
E77700919,2024-11-01,Z16,Este,urbana_premium,4,3,Últimamente no carga nada. me cobraron de más. Gracias por la atención.,52.66,0,0.2477,1,-0.039
